ChargeType,ChargeLevel,EffectiveDate,InactiveDate,ShortDescription,Statute,LongDescription,ChargeCode
M,A,20200828,99991231,ABSE HLTH CARE RECPNT < $500,191905,ABUSE OF HEALTH CARE RECIPIENT - NO INJURY (PROPERTY VALUE LESS THAN $500),191.905-005Y202055
M,A,20200828,99991231,DESTY RECD OF HLT CAR PYMT/CLM,191910,KNOWINGLY DESTROY/CONCEAL RECORDS PERTAINING TO HEALTH CARE CLAIMS/PAYMENTS,191.910-001Y202055
F,E,20200828,99991231,FILE FALS RPRT OR CLAIM/ALLEG VIOLTN OF REGULTN RE HLTH CAR PYMT FRAUD ABUSE 2ND,191914,FILE A FALSE REPORT OR CLAIM/ALLEGE A VIOLATION OF REGULATION RE HEALTH CARE PAYMENT FRAUD & ABUSE-2ND/SUBSEQUENT OFFENSE,191.914-001Y202026
M,A,20200828,99991231,FL FLS RPT VIO HLT CAR PY-1 OF,191914,INTENTIONALLY FILE A FALSE REPORT OR CLAIM ALLEGING A VIOLATION OF REGULATIONS REGARDING HEALTH CARE PAYMENT FRAUD AND ABUSE - 1ST OFFENSE,191.914-002Y202026
F,E,20200828,99991231,RECEIVE COMPENSATION IN EXCHANGE FOR FAIL TO REPORT HEALTH CARE FRAUD OR ABUSE,191914,RECEIVE COMPENSATION IN EXCHANGE FOR FAILING TO REPORT A HEALTH CARE FRAUD OR ABUSE VIOLATION,191.914-003Y202026
F,U,20200828,99991231,KNOWINGLY FALSIFY SHARED CARE TAX CREDIT DOCUMENT,1922015,KNOWINGLY FALSIFYING SHARED CARE TAX CREDIT DOCUMENT,192.2015-001Y202061
M,U,20200828,99991231,KNOWINGLY FALSIFYING SHARED CARE TAX CREDIT DOCUMENT,1922015,KNOWINGLY FALSIFYING SHARED CARE TAX CREDIT DOCUMENT,192.2015-002N202061
F,E,20200828,99991231,ABUS/NEGLCT PARTICPNT IN ADULT DAYCARE PROGRM - LICENSE OBTAINED W FALSE STATMNT,1922260,ABUSE/NEGLECT PARTICIPANT IN ADULT DAY CARE PROGRAM IN UNLICENSED PROGRAM WHERE LICENSE OBTAINED W/ MATERIALLY FALSE STATEMENT,192.2260-001Y202055
M,A,20200828,99991231,OP W/O LIC/FLS STMNT OBTN LIC,1922260,OPERATE WITHOUT A LICENSE OR MAKE A FALSE STATEMENT IN OBTAINING A LICENSE/CERTIFICATE FOR ADULT DAY CARE FACILITY,192.2260-002Y202055
M,A,20200828,99991231,RE CMPLNTS-LONG-TERM CARE FACL,1922310,IMPROPERLY REACT TO A PERSON OR DISCLOSE INFORMATION IN REGARD TO COMPLAINTS MADE AGAINST LONG TERM CARE FACILITY,192.2310-001Y202055
M,A,20200828,99991231,RETALT AGST RPTR LG-TM CAR ABS,1922315,KNOWINGLY/WILLFULLY RETALIATE AGAINST REPORTER OF LONG TERM CARE ABUSE,192.2315-001Y202055
M,A,20200828,99991231,DISSEMINATE CONFIDENTIAL INFORMATION IN ABUSE REGISTRY OR REPORTS OR RECORDS,1922435,DISSEMINATE CONFIDENTIAL INFORMATION IN ABUSE REGISTRY OR REPORTS OR RECORDS,192.2435-001Y202073
M,A,20200828,99991231,FAIL RPT ABUSE/NEG-IN-HOME CLN,1922475,FAILURE TO REPORT ABUSE/NEGLECT OF IN-HOME SERVICES CLIENT,192.2475-001Y202055
M,A,20200828,99991231,KNOWINGLY HIRE PERSON LISTED ON/REFUSING REGISTRY WITH FAMILY CARE SAFETY REG,1922475,KNOWINGLY HIRE A PERSON LISTED ON/REFUSING TO REGISTER WITH FAMILY CARE SAFETY REGISTER,192.2475-002Y202055
M,A,20200828,99991231,DIVERT PROP/FLSFYING IN-H CLNT,1922480,DIVERT PROPERTY OR FUNDS/FALSIFYING SERVICE DOCUMENTS REGARDING IN-HOME SERVICE CLIENT,192.2480-001Y202026
I,,20200828,99991231,DISCLOSE CONFIDENTIAL INFORMATION FROM EMPLOYEE DISQUALIFICATION LIST,1922490,DISCLOSE CONFIDENTIAL INFORMATION FROM EMPLOYEE DISQUALIFICATION LIST,192.2490-001N202073
M,A,20200828,99991231,APP FAIL DISCL CRIMINAL HISTOR,1922495,FAILURE OF APPLICANT TO DISCLOSE CRIMINAL HISTORY REGARDING HEALTH CARE WORKERS,192.2495-001Y202055
M,A,20200828,99991231,KNOWINGLY HIRE A PAT CARE PERS,1922495,"KNOWINGLY HIRE/RETAIN PATIENT CARE PERSON WHO HAS BEEN CONVICTED OF, PLEAD GUILTY TO, NOLO CONTENDERE OR FOUND GUILTY OF A CLASS A OR B FELONY VIOLATION OF CHAPTER 565, 566, 568, 569 OR SUBSECTION 3 OF 198.070",192.2495-002Y202055
M,A,20200828,99991231,EMPLY PRSN REFUS REGSTR/DISQLD,1922495,AGENCY EMPLOYS IN-HOME SERVICE PERSON WHO REFUSES TO REGISTER W/ FCSR OR IS DISQUALIFED UNDER THIS SECTION 192.2495,192.2495-003Y202055
M,A,20200828,99991231,PERSON VIOL ORDER PROMULGATED,192300,"PERSON, FIRM, CORPORATION OR ASSOCIATION VIOLATING ANY OF THE ORDER/ORDINANCES ADOPTED, PROMULGATED, PUBLISHED BY COUNTY COMMISSION",192.300-001Y202055
M,A,20200828,99991231,VIOL QRNTN/CNCL DSESE/RMV NTCE,192320,VIOLATE QUARANTINE/CONCEAL A CASE OF INFECTIOUS DISEASE/REMOVE QUARANTINE NOTICE,192.320-001Y202055
M,A,20200828,99991231,DPT HEALTH-INFO RE DIS/CNCR PT,192665,RELEASE OF DEPARTMENT OF HEALTH AND SENIOR SERVICES INFORMATION REGARDING DISCOUNTS OR CANCER PATIENT IDENTITY,192.665-001Y202055
I,,20200828,99991231,FAILURE TO REPORT OR KEEP CONFIDENTIAL REPORTS OF HEAD AND SPINAL CORD INJURIES,192744,FAILURE TO REPORT OR KEEP CONFIDENTIAL REPORTS OF HEAD AND SPINAL CORD INJURIES,192.744-001N202073
F,E,20200828,99991231,PROVIDING FALSE INFORMATION TO VITAL RECORDS,193315,PROVIDING FALSE INFORMATION TO VITAL RECORDS,193.315-001Y202055
M,A,20200828,99991231,REFUSE PROVD INFO TO VITAL REC,193315,REFUSAL TO PROVIDE INFORMATION TO VITAL RECORDS,193.315-002Y202055
F,E,20200828,99991231,MAKE/COUNTERFEIT/ALTER/AMEND/MUTILATE CERTIFICATE/RECORD/REPORT,193315,MAKE/COUNTERFEIT/ALTER/AMEND/MUTILATE CERTIFICATE/RECORD/REPORT,193.315-003Y202055
F,E,20200828,99991231,OBTAIN/POSSESS/USE/SELL/FURNISH OR ATTEMPT COUNTERFEIT/ALTER/AMEND/FALSE RECORD,193315,OBTAIN/POSSESS/USE/SELL/FURNISH OR ATTEMPT OF COUNTERFEIT/ALTERED/AMENDED/FALSE RECORD,193.315-004Y202055
F,E,20200828,99991231,EMPLOYEE FURNISH/PROCESS CERTIFICATE FOR FRAUD/DECEPTION,193315,EMPLOYEE FURNISH/PROCESS CERTIFICATE FOR FRAUD/DECEPTION,193.315-005Y202055
F,E,20200828,99991231,KNOWINGLY POSSESS FRAUDULENT/STOLEN CERTIFICATE/RECORD/REPORT,193315,KNOWINGLY POSSESS FRAUDULENT/STOLEN CERTIFICATE/RECORD/REPORT,193.315-006Y202055
M,A,20200828,99991231,NEGLECT/VIOLATE REQUIREMENTS OR REFUSE TO PERFORM DUTIES OF CHAPTER 193,193315,NEGLECT/VIOLATE REQUIREMENTS OR REFUSE TO PERFORM DUTIES OF CHAPTER 193,193.315-007Y202055
M,U,20200828,99991231,FAIL CMPLY W/REQURMNT TRSPRT DEAD BODIES,194110,FAILURE TO COMPLY WITH REQUIREMENTS FOR TRANSPORTATION OF DEAD BODIES,194.110-001N202055
M,A,20200828,99991231,FAIL TO PROP DISPOSE STILLBORN,194200,FAILURE TO PROPERLY DISPOSE OF STILLBORN CHILD,194.200-001Y202055
F,U,20200828,99991231,PURCHASE/SELL ANATOMICAL GIFT,194275,PURCHASE/SELL ANATOMICAL GIFT OR PART,194.275-001Y202055
F,U,20200828,99991231,FALSIFY ANATOMICAL GIFT DOCUMENT,194280,FALSIFY/FORGE/CONCEAL/DEFACE/OBLITERATE AN ANATOMICAL GIFT DOCUMENT FOR FINANCIAL GAIN,194.280-001Y202026
F,E,20200828,99991231,KNOWINGLY DISTURB/DESTROY/REMOVE/VANDALIZE/DAMAGE MARKED OR UNMARKED BURIAL SITE,194410,KNOWINGLY DISTURB/DESTROY/REMOVE/VANDALIZE/DAMAGE A MARKED OR UNMARKED BURIAL SITE,194.410-001Y202055
F,E,20200828,99991231,PROFITING FROM HUMAN REMAINS - 2ND OR SUBSEQUENT OFFENSE,194410,PROFITING FROM HUMAN REMAINS - 2ND OR SUBSEQUENT OFFENSE,194.410-002Y202055
M,A,20200828,99991231,PROFITING FROM HUMAN REMAINS,194410,PROFITING FROM HUMAN REMAINS - 1ST OFFENSE,194.410-003Y202055
F,E,20200828,99991231,PROFITING FROM CULTURAL ITEMS - 2ND OR SUBSEQUENT OFFENSE,194410,PROFITING FROM CULTURAL ITEMS - 2ND OR SUBSEQUENT OFFENSE,194.410-004Y202055
M,A,20200828,99991231,PROFITING FROM CULTURAL ITEMS,194410,PROFITING FROM CULTURAL ITEMS - 1ST OFFENSE,194.410-005Y202055
F,E,20200828,99991231,ABANDONMENT OF A CORPSE,194425,ABANDONMENT OF A CORPSE,194.425-001Y202055
I,,20200221,99991231,FAIL TO YIELD RIGHT-OF-WAY FUNERAL,194509,FAILED TO YIELD RIGHT-OF-WAY TO OR INTERFER WITH ORGANIZED FUNERAL PROCESSION,194.509-001N202054
M,B,20200828,99991231,PROMOT SALE PARA/IMIT CONT SUBS,195244,PROMOTING SALE OF DRUG PARAPHERNALIA OR IMITATION CONTROLLED SUBSTANCE,195.244-001Y202035
F,D,20200828,99991231,DRUG VIO FAIL SIGN RPT,195400,FAILURE TO OBTAIN PROPER IDENTIFICATION/MAKE REPORT OF DRUG TRANSFER - 1ST OFFENSE,195.400-001Y202035
F,C,20200828,99991231,DRUG VIO FAIL SIGN RPT,195400,FAILURE TO MAKE REPORT OF DRUG TRANSFER - 2ND OFFENSE,195.400-002Y202035
F,E,20210828,99991231,VIOL PRSCRPTN DRUG MONTG PRGRM,195450,VIOLATION OF PRESCRIPTION DRUG MONITORING PROGRAM RULES,195.450-001Y202157
M,U,20200828,99991231,VIOL REGS FOOD/DRUGS/COSMETICS,196015,"VIOLATE REGULATIONS FOR MANUFACTURE AND SALE OF FOOD, DRUGS OR COSMETICS",196.015-001N202055
F,E,20200828,99991231,KNOWINGLY RESELL ANY DONATED PRESCRIPTION DRUG,196979,KNOWINGLY RESELL ANY DONATED PRESCRIPTION DRUG,196.979-001Y202055
M,A,20200828,99991231,RUN AMBLTRY/ABRT CNTR NO LICNS,197235,OPERATING AN AMBULATORY SURGICAL CENTER OR ABORTION FACILITY WITHOUT A LICENSE,197.235-001Y202055
F,E,20200828,99991231,ABUSE/NEGLECT CLIENT OR MISAPPROPRIATION OF CLIENT PROPERTY BY HOSPICE EMPLOYEE,197266,ABUSE/NEGLECT OF CLIENT OR MISAPPROPRIATION OF CLIENT PROPERTY BY HOSPICE EMPLOYEE,197.266-001Y202055
M,A,20200828,99991231,PRVDNG HOSPICE CARE W/O CERT,197276,PROVIDING HOSPICE CARE WITHOUT CERTIFICATE,197.276-001Y202055
F,E,20200828,99991231,OFFERING BRIBE TO HEALTH FACILITIES REVIEW COMMITTEE - 2ND OFFENSE,197326,OFFERING BRIBE TO HEALTH FACILITIES REVIEW COMMITTEE - 2ND OFFENSE,197.326-001Y202051
M,B,20200828,99991231,BRIBE-HLTH FACIL REV COMM-1ST OFNS,197326,OFFERING BRIBE TO HEALTH FACILITIES REVIEW COMMITTEE - 1ST OFFENSE,197.326-002Y202051
M,A,20200828,99991231,OPERATE RES CARE FCLTY W/O LIC,198015,OPERATING RESIDENTIAL CARE FACILITY WITHOUT A LICENSE,198.015-001Y202055
F,E,20200828,99991231,OPERATE RESIDENT CARE FACILITY W/O VALID LICENSE WHERE ABUSE/NEGLECT OF RESIDENT,198015,OPERATE RESIDENTIAL CARE FACILITY WITHOUT VALID LICENSE WHEREIN ABUSE OR NEGLECT OF RESIDENT HAS OCCURRED,198.015-002Y202055
M,C,20200828,99991231,PROVIDE RES CARE SERV W/O LIC,198061,PROVIDING RESIDENTIAL CARE SERVICES WITHOUT A LICENSE,198.061-001N202055
M,A,20200828,99991231,FAIL TO REP ABUS OF RES CAR RS,198070,FAILURE TO REPORT ABUSE/NEGLECT OF RESIDENTIAL CARE RESIDENT,198.070-001Y202055
F,E,20170101,99991231,ADMIN CONCEALS ABUSE/NEGLECT OF RESIDENTIAL CARE RESIDENT RESULT IN DEATH/INJURY,198070,ADMINISTRATOR KNOWINGLY CONCEALS ACT OF ABUSE/NEGLECT OF A RESIDENTIAL CARE RESIDENT RESULTING IN DEATH/SERIOUS PHYSICAL INJURY,198.070-004Y201755
M,A,20200828,99991231,DIVRSN NURSING HOME RSDNT FUND,198090,DIVERSION OF NURSING HOME RESIDENT'S FUND,198.090-001Y202026
M,C,20200828,99991231,FAIL KEEP NURS HME RES FND SEP,198090,FAILURE OF NURSING HOME OPERATOR TO MAKE RECEIPT OF VALUABLES/KEEP RESIDENT'S FUND SEPARATE,198.090-002N202026
F,E,20200828,99991231,MISAPPROPRIATION OF FUNDS OF ELDERLY NURSING HOME RESIDENTS,198097,MISAPPROPRIATION OF FUNDS OF ELDERLY NURSING HOME RESIDENTS,198.097-001Y202026
F,E,20200828,99991231,USE OF MEDICAID REIMBURSEMENT MONEY FOR UNAUTHORIZED PURPOSE,198139,USE OF MEDICAID REIMBURSEMENT MONEY FOR UNAUTHORIZED PURPOSE,198.139-001Y202055
F,E,20200828,99991231,MISREPRESENT/CONCEAL FACTS REGARDING MEDICAID OR CONVERT BENEFIT FOR PAYMENTS,198142,MISREPRESENT/CONCEAL FACTS REGARDING MEDICAID OR CONVERT BENEFIT FOR PAYMENTS,198.142-001Y202026
F,E,20200828,99991231,"SOLICIT OR RECEIVE KICKBACK, BRIBE, REBATE FROM VENDOR OR HEALTH CARE PROVIDER",198145,"SOLICIT OR RECEIVE KICKBACK, BRIBE, REBATE FROM VENDOR OR HEALTH CARE PROVIDER",198.145-001Y202051
F,E,20200828,99991231,"OFFER OR MAKE KICKBACK, BRIBE, REBATE FROM VENDOR OR HEALTH CARE PROVIDER",198148,"OFFER OR MAKE KICKBACK, BRIBE, REBATE FROM VENDOR OR HEALTH CARE PROVIDER",198.148-001Y202051
F,E,20200828,99991231,FALSE STATEMENT OR REPRESENTATION BY HEALTH CARE PROVIDER,198155,FALSE STATEMENT OR REPRESENTATION BY HEALTH CARE PROVIDER,198.155-001Y202026
M,A,20200828,99991231,DHSS EMPL KNWNG DSCL INSPC FAC,198526,EMPLOYEE OF DEPARTMENT OF HEALTH AND SENIOR SERVICES KNOWINGLY DISCLOSE TIME OF UNANNOUNCED INSPECTION OF LICENSED FACILITY,198.526-001Y202073
M,B,20200828,99991231,OBSTC/DSTRY ELEC MNT DVC/DATA,198632,HAMPER/OBSTRUCT/TAMPER/DESTROY ELECTRONIC MONITORING DEVICE IN RESIDENT'S ROOM OR DESTROY/CORRUPT DATA FROM DEVICE,198.632-001N202029
M,B,20200828,99991231,PLC ELEC DVC IN RSDNT RM/CONST,198632,PLACE ELECTRONIC MONITORING DEVICE IN RESIDENT'S ROOM OR CONSENTS TO PLACEMENT W/O AUTHORIZATION,198.632-002N202057
F,D,20200828,99991231,2ND TAMP W SEWER MONITOR,204330,MAKING FALSE STATEMENTS/TAMPERING WITH MONITORING DEVICE ON SEWER TREATMENT SYSTEM - 2ND OFFENSE,204.330-001Y202055
M,A,20200828,99991231,FLS STMNTS/TMP SEWER TRMT-1ST,204330,MAKING FALSE STATEMENTS/TAMPERING WITH MONITORING DEVICE ON SEWER TREATMENT SYSTEM - 1ST OFFENSE,204.330-002Y202055
F,E,20200828,99991231,DOING BUSINESS AS FOOD STAMP VENDOR WITHOUT LICENSE - 2ND OFFENSE,205965,DOING BUSINESS AS FOOD STAMP VENDOR WITHOUT LICENSE - 2ND OFFENSE,205.965-001Y202026
M,A,20200828,99991231,FOOD STAMP VENDOR W/O LIC-1ST,205965,DOING BUSINESS AS FOOD STAMP VENDOR WITHOUT LICENSE - 1ST OFFENSE,205.965-002Y202026
M,A,20200828,99991231,DISC. INFO RE ELEC.TRNSFR BENE,208182,DISCLOSURE OF INFORMATION REGARDING ELECTRONIC TRANSFER OF BENEFITS,208.182-001Y202073
M,A,20200828,99991231,DSCL CNFD INFO OTSD SEC208.217,208217,DISCLOSE CONFIDENTIAL INFORMATION FOR PURPOSES OTHER THAN SET FORTH IN SECTION 208.217,208.217-001Y202073
M,A,20200828,99991231,FL REPRT ABUSE/NEG DISABL PRSN,208912,FAILURE OF MANDATED REPORTER TO REPORT ABUSE/NEGLECT OF PHYSICALLY DISABLED PERSON,208.912-001Y202055
M,A,20200828,99991231,DVT PROP/FALS DOCS PERS CARE,208915,DIVERT PROPERTY OF FUNDS/FALSIFYING SERVICE DOCUMENTS REGARDING PERSONAL CARE SERVICES FOR PHYSICALLY DISABLED PERSON,208.915-001Y202026
M,B,20200828,99991231,DENY RIGHTS-DISABLED,209160,"DENY OR INTERFERE WITH RIGHTS OF A BLIND, DEAF OR PHYSICALLY DISABLED PERSON",209.160-001N202073
M,A,20200828,99991231,INT/RCKLS INJ/DEATH SERV DOG,209202,INTENTIONALLY/RECKLESSLY CAUSE INJURY/DEATH OF SERVICE DOG,209.202-001Y202073
M,A,20200828,99991231,FL CNTRL ANIML INJ/DTH SRV DOG,209202,FAILURE OF OWNER TO CONTROL ANIMAL THAT CAUSES INJURY/DEATH TO SERVICE DOG OR INABILITY TO FUNCTION AS SERVICE DOG,209.202-002Y202073
M,B,20200828,99991231,HARASS/CHASE A SERVICE DOG,209202,CHASING/HARASSING A SERVICE DOG,209.202-003N202073
M,A,20200828,99991231,FL PREV ANIML HARSS SER DOG,209202,FAILURE OF OWNER TO PREVENT ANIMAL FROM CHASING/HARASSING SERVICE DOG SO AS TO INTERFERE WITH DOG'S DUTIES,209.202-004Y202073
M,B,20200828,99991231,MST DG AS SVC DG/AST AML-2D/SB,209204,MISREPRESENT A DOG AS A SERVICE DOG OR ANIMAL AS ASSISTANCE ANIMAL -2ND/SUBSEQUENT OFFENSE,209.204-001N202026
M,C,20200828,99991231,IMPERSONATE PERSON W/DISABILTY,209204,IMPERSONATE PERSON WITH DISABILITY FOR THE PURPOSE OF RECEIVING AN ACCOMMODATION FOR SERVICE DOG UNDER AMERICANS WITH DISABILITIES ACT,209.204-001N202073
M,C,20200828,99991231,MSRPT DOG AS SVC DOG/ASST ANML,209204,MISREPRESENT A DOG AS A SERVICE DOG OR ANIMAL AS ASSISTANCE ANIMAL,209.204-002N202026
M,B,20200828,99991231,IMPERSONATE PERSON W DISAB-2ND/SUB,209204,IMPERSONATE PERSON WITH DISABILITY FOR THE PURPOSE OF RECEIVING ACCOMMODATION FOR SERVICE DOG UNDER AMERICANS WITH DISABILITIES ACT - 2ND OR SUBSEQUENT OFFENSE,209.204-002N202073
M,A,20200828,99991231,DISCLS CONV BET HEAR/DEAF PERS,209265,DISCLOSURE OF A CONVERSATION BETWEEN A PERSON WHO CAN HEAR AND A DEAF PERSON,209.265-001Y202073
F,U,20200828,99991231,RECORD VOTE-HS OF REP-OTHR MBR,21360,RECORD VOTE OF MEMBER OF HOUSE OF REPRESENTATIVES BY OTHER THAN THE MEMBER,21.360-001Y202050
M,U,20200828,99991231,MISREP FACTS BLOOD TESTS,210060,MISREPRESENTATION OF FACTS IN REPORTING BLOOD TEST OF INFANT,210.060-001N202055
M,A,20200828,99991231,KNWNGLY MK FLSE RPT AMBER ALRT,2101012,"KNOWINGLY MAKE A FALSE REPORT THAT TRIGGERS AN ""AMBER ALERT""",210.1012-001Y202048
M,A,20200828,99991231,FL REPRT ABUSE/NEG/DEATH CHILD,210115,FAILURE OF MANDATED REPORTER TO REPORT CHILD ABUSE/NEGLECT OR DEATH OF CHILD UNDER 18,210.115-001Y202055
M,A,20200828,99991231,UNAUTH INFO CHILD ABUSE/NEGLEC,210150,UNAUTHORIZED DISSEMINATION OF INFORMATION ON CHILD ABUSE OR NEGLECT REGISTRY,210.150-001Y202073
F,E,20200828,99991231,FILING A FALSE REPORT OF CHILD ABUSE OR NEGLECT - 2ND OR SUBSEQUENT OFFENSE,210165,FILING A FALSE REPORT OF CHILD ABUSE OR NEGLECT - 2ND OR SUBSEQUENT OFFENSE,210.165-001Y202055
M,A,20200828,99991231,FILE FALSE REPRT CHILD ABUSE,210165,FILING A FALSE REPORT OF CHILD ABUSE OR NEGLECT -1ST OFFENSE,210.165-002Y202055
M,C,20200828,99991231,OPR CHLD CARE FAC W/O LIC-1ST OFFENS,210211,ESTABLISH/MAINTAIN/OPERATE A CHILD CARE FACILITY WITHOUT LICENSE GRANTED BY DHSS - 1ST OFFENSE,210.211-001N202055
M,A,20200828,99991231,CHILD CARE FACILITY W/O LICENS,210211,ESTABLISH/MAINTAIN/OPERATE A CHILD CARE FACILITY WITHOUT LICENSE GRANTED BY DEPARTMENT OF HEALTH AND SENIOR SERVICES - SUBSEQUENT OFFENSE,210.211-002Y202055
M,A,20200828,99991231,VIO REG SET CHLD CAR FAC SUB O,210245,MAKING MATERIALLY FALSE STATEMENT TO OBTAIN/RENEW A LICENSE TO OPERATE A CHILD CARE FACILITY - SUBSEQUENT OFFENSE,210.245-001Y202055
M,C,20200828,99991231,VIO REG SET CHLD CAR FAC-1 OFF,210245,MAKING MATERIALLY FALSE STATEMENT TO OBTAIN/RENEW A LICENSE TO OPERATE A CHILD CARE FACILITY - 1ST OFFENSE,210.245-002Y202055
M,A,20200828,99991231,FAIL CHLD CAR FAC/PRE INS-SUB,210256,FAILURE OF A CHILD CARE FACILITY TO HAVE PREMISES INSPECTED/TO SUPPLY NOTICE OF PARENTAL RESPONSIBILITY - SUBSEQUENT OFFENSE,210.256-001Y202055
I,,20200828,99991231,FAI CC-FAC INS-SUP NOTI,210256,FAILURE OF A CHILD CARE FACILITY TO HAVE PREMISES INSPECTED/TO SUPPLY NOTICE OF PARENTAL RESPONSIBILITY - 1ST OFFENSE,210.256-002N202055
M,U,20200828,99991231,FAILURE TO COMPLY WITH COUNTY CIGARETTE TAX/STAMP/RECORDS REQUIREMENTS,210320,FAILURE TO COMPLY WITH COUNTY CIGARETTE TAX/STAMP/RECORDS REQUIREMENTS,210.320-001N202061
M,B,20200828,99991231,CRGVR/WRKR FAIL REG W/I 15 DAYS,210906,PERSON HIRED AS CHILDCARE/ELDERCARE/MENTAL HEALTH WORKER FAILED TO COMPLETE REGISTRATION FORM WITHIN 15 DAYS OF EMPLOYMENT,210.906-001N202055
M,B,20200828,99991231,MISUSE FAM CARE REG INFO,210921,MISUSE OF FAMILY CARE REGISTRY INFORMATION,210.921-001N202055
M,A,20210101,99991231,JUV FAILD TO PROVIDE INFO REG- 18YRS OR OLDER,211.425-,JUVENILE OFFENDER 18 YEARS OF AGE OR OLDER FAILED TO REGISTER/PROVIDED FALSE INFORMATION ON REGISTRATION,211.425-001Y202173
M,A,20210101,99991231,18 YR/OLDR-VIOL CHAP 211,211.431-,PERSON 18 YEARS OF AGE OR OLDER WILLFULLY VIOLATES ANY PROVISIONS OF CHAPTER 211 REGARDING JUVENILE COURTS,211.431-001Y202173
M,C,20200828,99991231,VIOLATE COMMISSND HUMAN RIGHTS,213095,VIOLATION OF AN ORDER OF THE COMMISSION ON HUMAN RIGHTS,213.095-001N202073
M,A,20200828,99991231,VANDALIZING PRIVATE CEMETERY,214131,VANDALIZING PRIVATE CEMETERY,214.131-001Y202029
F,E,20200828,99991231,"WILLFUL VIOLATE 214.320, .330, .335, .340, .360, .385 OR .387 RE ENDOW CARE FUND",214410,"WILLFUL VIOLATION OF SEC'S 214.320, .330, .335, .340, .360, .385 OR .387 RE ENDOWED CARE FUND BY CEMETARY OPERATOR",214.410-001Y202026
M,U,20200828,99991231,VIOL ENDOWED CARE FUND-CEM OPR,214410,WILLFULLY VIOLATE PROVISIONS OF SECTION 214.270-.410 REGARDING ENDOWED CARE FUND BY CEMETERY OPERATOR,214.410-002Y202026
M,A,20200828,99991231,DEFACE NATIVE AMERICAN CEMETRY,214455,DEFACING NATIVE AMERICAN CEMETERY,214.455-001Y202029
M,A,20200828,99991231,DESTROY/DEFACE CEMETRY PROPRTY,214455,DESTROY OR DEFACE CEMETERY PROPERTY,214.455-002Y202029
M,A,20200828,99991231,VIO REG ESTAB FOR REC BY DOC,217075,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY THE DEPARTMENT OF CORRECTIONS,217.075-001Y202026
F,B,20200828,99991231,DOC EMP REC ANYTHING-PROC PAROLE,217120,DEPARTMENT OF CORRECTIONS EMPLOYEE DIRECTLY/INDIRECTLY RECEIVE ANYTHING OF VALUE FOR PROCURING/ATTEMPT/ASSIST TO PROCURE THE PARDON OR PAROLE OF OFFENDER,217.120-001Y202051
M,A,20200828,99991231,DOC EMP-UNAUTHRZD REC OF VALUE,217120,DEPARTMENT OF CORRECTIONS EMPLOYEE RECEIVES ANY SERVICES/LEGAL TENDER/ARTICLE OF VALUE NOT AUTHORIZED BY THE DEPARTMENT,217.120-002Y202051
M,A,19950828,99991231,PRSN CARY LTRS/OBJ W/O AUTHRZN,217275,NON-DESIGNATED PERSON DELIVER OR CARRY WRITINGS/LETTERS/OBJECTS TO OR FROM OFFENDER,217.275-001Y199550
F,B,20200828,99991231,VIOL EMP DOC TO INMATE,217385,VIOLENCE TO AN EMPLOYEE OF DEPARTMENT OF CORRECTIONS OR TO AN INMATE BY AN INMATE,217.385-001Y202013
F,D,20200828,99991231,DAMAGE TO DEPT OF CORRECTIONS BUILDING OR PROPERTY BY AN INMATE,217385,DAMAGE TO DEPT OF CORRECTIONS BUILDING OR PROPERTY BY AN INMATE,217.385-002Y202029
F,E,20200828,99991231,"KNOWING FURNISH, DELIVER, RECEIVE, CONSENT TO RECEIVE UNFIT FOOD TO/FOR OFFENDER",217400,"KNOWINGLY FURNISH, DELIVER, RECEIVE OR CONSENT TO RECEIVE UNFIT FOOD TO/FOR OFFENDERS",217.400-001Y202055
F,D,20200828,99991231,OFFENDER ABUSE BY AN EMPLOYEE OF DEPT OF CORRECTIONS,217405,OFFENDER ABUSE BY AN EMPLOYEE OF DEPT OF CORRECTIONS,217.405-001Y202013
F,E,20200828,99991231,FAIL TO RETURN TO HOUSE ARREST,217542,FAIL TO RETURN TO HOUSE ARREST,217.542-001Y202049
F,E,20200828,99991231,ESCAPE FROM CUSTODY/HOUSE ARREST - ST. LOUIS CITY,217543,ESCAPE FROM CUSTODY/HOUSE ARREST - ST. LOUIS CITY,217.543-001Y202049
F,D,20200828,99991231,PERJURY TO PROBATION AND PAROLE BOARD,217692,PERJURY TO PROBATION AND PAROLE BOARD,217.692-001Y202050
F,U,20200828,99991231,PAROLE VIOLATION,217720,PAROLE VIOLATION (FOR LAW ENFORCEMENT PURPOSES ONLY),217.720-001Y202050
M,A,20200828,99991231,PROBATION/PAROLE VIOLATION,217720,PROBATION/PAROLE VIOLATION,217.720-002Y202050
F,B,20200828,99991231,USE UNMD ARCFT-CRL CNT-WPN/ITM,217850,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - DELIVER WEAPON/PROHIBITED ITEM,217.850-001Y202073
F,C,20200828,99991231,USE UNMD ARCFT-CRL CNT-ESCAPE,217850,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - FACILITATE ESCAPE,217.850-002Y202049
